assertion_id,passage_id,filename,assertion_type,asserted_by,asserted_on,certainty,stance,voice,note,ref_mode,discursive_function,target_agent_label,agent,target_instance_label,target_event_label,target_concept_label,is_translation,translator_label,target_location_type,target_location_label
681,1198200200.00029,1198200200.00029.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,burning of african villages to supply slaves,NA,NA,NA,NA,NA
682,1198200200.00029,1198200200.00029.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,forced marches of enslaved africans from interior to coast,NA,NA,NA,NA,NA
683,1198200200.00029,1198200200.00029.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,African petty king waging war for slaves,NA,NA,NA,NA,NA,NA,NA,NA
684,1198200200.00029,1198200200.00029.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,African prince who burns his own village for spirits,NA,NA,NA,NA,NA,NA,NA,NA
685,1198200200.00029,1198200200.00029.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,European slave merchants trading spirits for slaves,NA,NA,NA,NA,NA,NA,NA,NA
686,1198200200.00029,1198200200.00029.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,fictionalized_narrative,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,1198200200.00029,1198200200.00029.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,1198200200.00031,1198200200.00031.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
689,1198200200.00031,1198200200.00031.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,middle passage,NA,NA,NA,NA
690,1198200200.00031,1198200200.00031.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,dehumanization of enslaved africans,NA,NA,NA,NA
691,1198200200.00031,1198200200.00031.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,insurance fraud in slave trade,NA,NA,NA,NA
692,1198200200.00031,1198200200.00031.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,family separation under slavery,NA,NA,NA,NA
693,1198200200.00031,1198200200.00031.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,avarice motivating slave trade cruelty,NA,NA,NA,NA
694,1198200200.00031,1198200200.00031.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,middle passage mortality,NA,NA,NA,NA,NA
695,1198200200.00031,1198200200.00031.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,enslaved suicides during middle passage,NA,NA,NA,NA,NA
696,1198200200.00031,1198200200.00031.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,violent suppression of slave resistance at sea,NA,NA,NA,NA,NA
697,1198200200.00031,1198200200.00031.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,killings of enslaved africans at sea to save provisions,NA,NA,NA,NA,NA
698,1198200200.00031,1198200200.00031.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,Zong massacre,NA,NA,NA,NA,NA
699,1198200200.00031,1198200200.00031.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,sale of enslaved africans in colonial markets,NA,NA,NA,NA,NA
700,1198200200.00031,1198200200.00031.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,slave ship receivers and crew,NA,NA,NA,NA,NA,NA,NA,NA
701,1198200200.00031,1198200200.00031.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,Luke Collingwood,A0094,NA,NA,NA,NA,NA,NA,NA
702,1198200200.00031,1198200200.00031.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,underwriters of slave ships,NA,NA,NA,NA,NA,NA,NA,NA
703,1198200200.00031,1198200200.00031.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,enslaved africans on slave ships,NA,NA,NA,NA,NA,NA,NA,NA
704,1198200200.00031,1198200200.00031.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,historical_narrative,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,1198200200.00031,1198200200.00031.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,1198200200.00032,1198200200.00032.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
707,1198200200.00032,1198200200.00032.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,hereditary slavery,NA,NA,NA,NA
708,1198200200.00032,1198200200.00032.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,property in persons,NA,NA,NA,NA
709,1198200200.00032,1198200200.00032.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,comparison of slaves to cattle,NA,NA,NA,NA
710,1198200200.00032,1198200200.00032.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,inalienable liberty and personhood,NA,NA,NA,NA
711,1198200200.00032,1198200200.00032.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,innocence of children and noninheritance of parental guilt,NA,NA,NA,NA
712,1198200200.00032,1198200200.00032.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,colonial legal status of slaves versus protection of cattle in Britain,NA,NA,NA,NA,NA
713,1198200200.00032,1198200200.00032.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,officer of a Guinea ship,NA,NA,NA,NA,NA,NA,NA,NA
714,1198200200.00032,1198200200.00032.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,slaves in the colonies,NA,NA,NA,NA,NA,NA,NA,NA
715,1198200200.00032,1198200200.00032.txt,personal_ref,ai_annotation,12/21/2025,3,neutral,NA,NA,NA,NA,cattle in Britain,NA,NA,NA,NA,NA,NA,NA,NA
716,1198200200.00032,1198200200.00032.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,philosophical_argument,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,1198200200.00032,1198200200.00032.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,1198200200.00033,1198200200.00033.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
719,1198200200.00033,1198200200.00033.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,plantation labour exploitation,NA,NA,NA,NA
720,1198200200.00033,1198200200.00033.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,seasoning mortality in colonies,NA,NA,NA,NA
721,1198200200.00033,1198200200.00033.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,dehumanization of enslaved africans,NA,NA,NA,NA
722,1198200200.00033,1198200200.00033.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,sleep deprivation and overwork,NA,NA,NA,NA
723,1198200200.00033,1198200200.00033.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,mutilation of slaves,NA,NA,NA,NA
724,1198200200.00033,1198200200.00033.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,plantation slavery in british west indies and southern north america,NA,NA,NA,NA,NA
725,1198200200.00033,1198200200.00033.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,seasoning period of enslaved africans in caribbean colonies,NA,NA,NA,NA,NA
726,1198200200.00033,1198200200.00033.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,historical_narrative,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,1198200200.00033,1198200200.00033.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,1198200200.00034,1198200200.00034.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
729,1198200200.00034,1198200200.00034.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,plantation labour exploitation,NA,NA,NA,NA
730,1198200200.00034,1198200200.00034.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,corporal punishment of slaves,NA,NA,NA,NA
731,1198200200.00034,1198200200.00034.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,torture of slaves,NA,NA,NA,NA
732,1198200200.00034,1198200200.00034.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,lack of legal protection for slaves,NA,NA,NA,NA
733,1198200200.00034,1198200200.00034.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,moral corruption from slavery,NA,NA,NA,NA
734,1198200200.00034,1198200200.00034.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,insufficient provisions for slaves,NA,NA,NA,NA
735,1198200200.00034,1198200200.00034.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,plantation slavery in british west indies and north america,NA,NA,NA,NA,NA
736,1198200200.00034,1198200200.00034.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,historical_narrative,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1198200200.00034,1198200200.00034.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,1198200200.00035,1198200200.00035.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
739,1198200200.00035,1198200200.00035.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,runaway_slave_laws,NA,NA,NA,NA
740,1198200200.00035,1198200200.00035.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,starvation_under_slavery,NA,NA,NA,NA
741,1198200200.00035,1198200200.00035.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,corporal_punishment_and_mutilation_of_slaves,NA,NA,NA,NA
742,1198200200.00035,1198200200.00035.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,moral_corruption_from_slave_discipline,NA,NA,NA,NA
743,1198200200.00035,1198200200.00035.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,death_penalty_for_runaway_slaves_after_six_months_absence,NA,NA,NA,NA,NA
744,1198200200.00035,1198200200.00035.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,bounty_killings_of_fugitive_slaves_in_british_colonies,NA,NA,NA,NA,NA
745,1198200200.00035,1198200200.00035.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,African_runaway_slaves,NA,NA,NA,NA,NA,NA,NA,NA
746,1198200200.00035,1198200200.00035.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,colonial_rulers_authorizing_murder_of_runaway_slaves,NA,NA,NA,NA,NA,NA,NA,NA
747,1198200200.00035,1198200200.00035.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,bounty_hunters_and_watchmen_pursuing_fugitive_slaves,NA,NA,NA,NA,NA,NA,NA,NA
748,1198200200.00035,1198200200.00035.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,historical_narrative,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,1198200200.00035,1198200200.00035.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,1198200200.00036,1198200200.00036.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,focuses on brutal punishment and killing of enslaved Africans for minor or no offences,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
751,1198200200.00036,1198200200.00036.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,describes whipping; cutlass attacks; and arbitrary executions as routine discipline,NA,NA,NA,NA,NA,NA,plantation corporal punishment of slaves,NA,NA,NA,NA
752,1198200200.00036,1198200200.00036.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,highlights that a slaves life is valued less than a horse and can be taken for a trifling fine,NA,NA,NA,NA,NA,NA,low legal value of enslaved life,NA,NA,NA,NA
753,1198200200.00036,1198200200.00036.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,praises Alfreds laws securing fair and impartial trial even for the meanest servant,NA,NA,NA,NA,NA,NA,english rule of law and fair trial,NA,NA,NA,NA
754,1198200200.00036,1198200200.00036.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,argues that habitual severity hardens masters and makes them capable of wanton cruelty despite self interest,NA,NA,NA,NA,NA,NA,moral corruption under slavery,NA,NA,NA,NA
755,1198200200.00036,1198200200.00036.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,colonial laws permitting masters to kill slaves for small fines,NA,NA,NA,NA,NA
756,1198200200.00036,1198200200.00036.txt,historical_ref,ai_annotation,12/21/2025,2,endorsing,NA,NA,NA,NA,NA,NA,NA,Alfreds establishment of legal protections and trial rights for servants in England,NA,NA,NA,NA,NA
757,1198200200.00036,1198200200.00036.txt,historical_ref,ai_annotation,12/21/2025,2,critiquing,NA,NA,NA,NA,NA,NA,NA,African wars for slave capture sometimes ending in massacre rather than enslavement,NA,NA,NA,NA,NA
758,1198200200.00036,1198200200.00036.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,moral_essay,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,1198200200.00036,1198200200.00036.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,1198200200.00037,1198200200.00037.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
761,1198200200.00037,1198200200.00037.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,planter cruelty driven by passion and self_preservation,NA,NA,NA,NA
762,1198200200.00037,1198200200.00037.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,african wars for slave capture,NA,NA,NA,NA
763,1198200200.00037,1198200200.00037.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,credibility of extreme cruelties in slave_trade,NA,NA,NA,NA
764,1198200200.00037,1198200200.00037.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,criminalization of slave resistance as rebellion,NA,NA,NA,NA
765,1198200200.00037,1198200200.00037.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,natural justice versus colonial slave law,NA,NA,NA,NA
766,1198200200.00037,1198200200.00037.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,Zong massacre insurance case at Guildhall,NA,NA,NA,NA,NA
767,1198200200.00037,1198200200.00037.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,african wars instigated to procure slaves,NA,NA,NA,NA,NA
768,1198200200.00037,1198200200.00037.txt,historical_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,atlantic slave trade,NA,NA,NA,NA,NA
769,1198200200.00037,1198200200.00037.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,enslaved africans,NA,NA,NA,NA,NA,NA,NA,NA
770,1198200200.00037,1198200200.00037.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,slave ship captain who murdered 132 slaves,NA,NA,NA,NA,NA,NA,NA,NA
771,1198200200.00037,1198200200.00037.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,receivers slave traders and planters,NA,NA,NA,NA,NA,NA,NA,NA
772,1198200200.00037,1198200200.00037.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,quotation,NA,Cicero,A0064,De Officiis,NA,NA,FALSE,NA,NA,NA
773,1198200200.00037,1198200200.00037.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,moral_essay,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,1198200200.00037,1198200200.00037.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,1198200200.00038,1198200200.00038.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,slavery,NA,NA,NA,NA
776,1198200200.00038,1198200200.00038.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,african inferiority doctrine,NA,NA,NA,NA
777,1198200200.00038,1198200200.00038.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,african intellectual equality,NA,NA,NA,NA
778,1198200200.00038,1198200200.00038.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,african moral character,NA,NA,NA,NA
779,1198200200.00038,1198200200.00038.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,receivers slaveholders in european colonies,NA,NA,NA,NA,NA,NA,NA,NA
780,1198200200.00038,1198200200.00038.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_author,NA,African historians,NA,NA,NA,NA,FALSE,NA,NA,NA
781,1198200200.00038,1198200200.00038.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_work,NA,Nubian Geographer,NA,Nubians Geography,NA,NA,FALSE,NA,NA,NA
782,1198200200.00038,1198200200.00038.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_author,NA,Leo Africanus,A0095,NA,NA,NA,FALSE,NA,NA,NA
783,1198200200.00038,1198200200.00038.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,philosophical_argument,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,1198200200.00038,1198200200.00038.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,1198200200.00039,1198200200.00039.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,african inferiority doctrine,NA,NA,NA,NA
786,1198200200.00039,1198200200.00039.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,african intellectual equality,NA,NA,NA,NA
787,1198200200.00039,1198200200.00039.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,psychological effects of slavery on genius,NA,NA,NA,NA
788,1198200200.00039,1198200200.00039.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,universal artistic genius,NA,NA,NA,NA
789,1198200200.00039,1198200200.00039.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,european prejudice and cultural appropriation,NA,NA,NA,NA
790,1198200200.00039,1198200200.00039.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_work,NA,Nubian geographer,NA,Nubians Geography,NA,NA,FALSE,NA,NA,NA
791,1198200200.00039,1198200200.00039.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_author,NA,Leo Africanus,A0095,NA,NA,NA,FALSE,NA,NA,NA
792,1198200200.00039,1198200200.00039.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,quotation,NA,Phillis Wheatley,A0096,Hymn to the Evening,NA,NA,FALSE,NA,NA,NA
793,1198200200.00039,1198200200.00039.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,quotation,NA,Phillis Wheatley,A0096,Hymn to the Morning,NA,NA,FALSE,NA,NA,NA
794,1198200200.00039,1198200200.00039.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_author,NA,Phillis Wheatley,A0096,Poetical works 1773,NA,NA,FALSE,NA,NA,NA
795,1198200200.00039,1198200200.00039.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,Phillis Wheatley,A0096,NA,NA,NA,NA,NA,NA,NA
796,1198200200.00039,1198200200.00039.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,African historians,NA,NA,NA,NA,NA,NA,NA,NA
797,1198200200.00039,1198200200.00039.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,prejudiced importer of African songs,NA,NA,NA,NA,NA,NA,NA,NA
798,1198200200.00039,1198200200.00039.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,slave receivers in european colonies,NA,NA,NA,NA,NA,NA,NA,NA
799,1198200200.00039,1198200200.00039.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,philosophical_argument,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,1198200200.00039,1198200200.00039.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,1198200200.00040,1198200200.00040.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,african intellectual equality,NA,NA,NA,NA
802,1198200200.00040,1198200200.00040.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,african inferiority doctrine,NA,NA,NA,NA
803,1198200200.00040,1198200200.00040.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,NA,human intellectual potential,NA,NA,NA,NA
804,1198200200.00040,1198200200.00040.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,european prejudice against africans,NA,NA,NA,NA
805,1198200200.00040,1198200200.00040.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,NA,NA,NA,NA,biblical justification of slavery,NA,NA,NA,NA
806,1198200200.00040,1198200200.00040.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,quotation,NA,Phillis Wheatley,A0096,Poetical works 1773,NA,NA,FALSE,NA,NA,NA
807,1198200200.00040,1198200200.00040.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,Phillis Wheatley,A0096,NA,NA,NA,NA,NA,NA,NA
808,1198200200.00040,1198200200.00040.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_work,NA,Ignatius Sancho,A0097,Letters of Ignatius Sancho,NA,NA,FALSE,NA,NA,NA
809,1198200200.00040,1198200200.00040.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,Ignatius Sancho,A0097,NA,NA,NA,NA,NA,NA,NA
810,1198200200.00040,1198200200.00040.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_author,NA,Anthony Benezet,A0054,NA,NA,NA,FALSE,NA,NA,NA
811,1198200200.00040,1198200200.00040.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,Anthony Benezet,A0054,NA,NA,NA,NA,NA,NA,NA
812,1198200200.00040,1198200200.00040.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,explicit_mention_author,NA,David Hume,NA,NA,NA,NA,FALSE,NA,NA,NA
813,1198200200.00040,1198200200.00040.txt,personal_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,NA,NA,David Hume,A0006,NA,NA,NA,NA,NA,NA,NA
814,1198200200.00040,1198200200.00040.txt,intertextual_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,explicit_mention_work,NA,James Beattie,A0098,Essay on Truth,NA,NA,FALSE,NA,NA,NA
815,1198200200.00040,1198200200.00040.txt,personal_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,James Beattie,A0098,NA,NA,NA,NA,NA,NA,NA
816,1198200200.00040,1198200200.00040.txt,intertextual_ref,ai_annotation,12/21/2025,3,critiquing,NA,NA,explicit_mention_work,NA,Bible,NA,Book of Genesis,NA,NA,FALSE,NA,NA,NA
817,1198200200.00040,1198200200.00040.txt,discursive_function,ai_annotation,12/21/2025,3,NA,NA,NA,NA,philosophical_argument,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,1198200200.00040,1198200200.00040.txt,voice,ai_annotation,12/21/2025,3,NA,narrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,1198200200.00041,1198200200.00041.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,argues that appeal to curse of Cain to justify African slavery contradicts scripture and flood narrative,NA,NA,NA,NA,NA,NA,biblical curse of cain justification for slavery,NA,NA,NA,NA
820,1198200200.00041,1198200200.00041.txt,thematic_ref,ai_annotation,12/21/2025,3,critiquing,NA,argues that curse of Canaan was limited to Canaanites and cannot justify enslaving Africans,NA,NA,NA,NA,NA,NA,curse of ham racial slavery theory,NA,NA,NA,NA
821,1198200200.00041,1198200200.00041.txt,thematic_ref,ai_annotation,12/21/2025,3,endorsing,NA,uses biblical exegesis and history to refute scriptural defences of racial slavery,NA,NA,NA,NA,NA,NA,scriptural refutation of racial slavery,NA,NA,NA,NA
822,1198200200.00041,1198200200.00041.txt,historical_ref,ai_annotation,12/21/2025,3,endorsing,NA,NA,NA,NA,NA,NA,NA,Canaanites reduced to servitude and tribute under Israelites as fulfillment of curse of Canaan,NA,NA,NA,NA,NA
